ID,Store ID,Location,Season,Product,Total Price,Base Price,Units Sold
17309,8222,Bangalore,Monsoon,Sunscreen,162.7679,179.5453,39
17310,8512,Bangalore,Summer,Sunscreen,445.4082,469.1816,208
17311,8023,Jaipur,Autumn,Cold Drinks,127.3652,137.1618,86
17312,8401,Pune,Summer,Sweater,355.9358,418.5626,28
17313,8317,Pune,Monsoon,Sunscreen,130.108,140.037,30
17314,8218,Mumbai,Summer,Jacket,514.4629,551.081,37
17315,8063,Jaipur,Monsoon,Cold Drinks,104.66,106.2008,66
17316,8094,Jaipur,Summer,Water Bottle,147.2318,164.2806,167
17317,8401,Delhi,Autumn,Umbrella,242.8278,245.4011,93
17318,8094,Bangalore,Monsoon,Jacket,674.6559,723.0656,54
17319,8401,Chennai,Autumn,Jacket,845.8425,979.536,165
17320,8063,Kolkata,Summer,Ice Cream,83.0763,93.1116,208
17321,8121,Jaipur,Autumn,Ice Cream,80.4771,89.4465,52
17322,8856,Kolkata,Summer,Rice,66.6246,77.447,82
17323,8317,Hyderabad,Winter,Heater,1359.2076,1450.7004,281
17324,8023,Jaipur,Summer,Raincoat,230.3794,245.1914,30
17325,8745,Bangalore,Autumn,Ice Cream,61.0767,64.4612,87
17326,8095,Chennai,Monsoon,Jacket,623.0609,701.9454,47
17327,8401,Chennai,Summer,Ice Cream,150.1684,164.2748,250
17328,8634,Chennai,Winter,Rice,73.0925,78.2695,99
17329,8745,Bangalore,Winter,Rice,78.6079,91.4709,128
17330,8094,Kolkata,Winter,Raincoat,563.8218,580.3824,58
17331,8058,Bangalore,Summer,Umbrella,334.6949,338.3183,43
17332,8023,Mumbai,Winter,Sunscreen,101.2409,102.9669,65
17333,8094,Hyderabad,Autumn,Umbrella,170.0204,176.2692,66
17334,8063,Pune,Monsoon,Ice Cream,138.1244,149.9023,52
17335,8317,Pune,Winter,Raincoat,233.862,256.4463,53
17336,8745,Mumbai,Autumn,Umbrella,354.655,363.0324,92
17337,8094,Delhi,Monsoon,Water Bottle,92.8467,103.1306,109
17338,8222,Hyderabad,Autumn,Heater,1748.9124,1868.8223,97
17339,8063,Mumbai,Autumn,Sweater,326.7385,343.0268,154
17340,8745,Kolkata,Summer,Water Bottle,249.1701,255.3346,182
17341,8634,Pune,Winter,Cold Drinks,98.9164,109.7971,35
17342,8094,Jaipur,Summer,Sweater,462.4322,464.8593,28
17343,8094,Jaipur,Summer,Raincoat,223.2571,229.8984,29
17344,8317,Delhi,Autumn,Sweater,400.2242,418.6237,139
17345,8222,Jaipur,Autumn,Ice Cream,177.7129,178.2744,48
17346,8121,Chennai,Summer,Cold Drinks,57.3588,60.7291,205
17347,8121,Bangalore,Winter,Sweater,380.1805,435.8354,259
17348,8023,Delhi,Winter,Cold Drinks,135.318,138.77,52
17349,8856,Hyderabad,Monsoon,Jacket,849.9647,859.6979,62
17350,8094,Mumbai,Autumn,Umbrella,339.9243,345.027,77
17351,8218,Mumbai,Summer,Cold Drinks,39.7104,43.057,254
17352,8634,Pune,Summer,Heater,1665.6093,1830.1454,19
17353,8634,Jaipur,Autumn,Umbrella,304.374,335.9753,60
17354,8091,Jaipur,Winter,Jacket,690.7887,733.1562,152
17355,8023,Chennai,Winter,Sunscreen,267.9514,305.3307,34
17356,8401,Delhi,Winter,Ice Cream,165.8529,167.333,40
17357,8512,Mumbai,Autumn,Water Bottle,148.7004,150.6287,142
17358,8745,Mumbai,Autumn,Umbrella,212.944,235.9904,109
17359,8317,Delhi,Summer,Umbrella,328.7176,347.4328,41
17360,8121,Chennai,Summer,Raincoat,500.2307,540.2489,21
17361,8218,Jaipur,Summer,Sunscreen,121.247,128.1676,173
17362,8401,Jaipur,Monsoon,Cold Drinks,125.2885,136.7208,79
17363,8218,Hyderabad,Winter,Cold Drinks,65.5454,75.7862,47
17364,8063,Kolkata,Autumn,Water Bottle,302.4278,337.1753,89
17365,8745,Bangalore,Summer,Heater,1871.6093,1971.4197,18
17366,8512,Jaipur,Monsoon,Rice,66.505,73.3576,103
17367,8856,Jaipur,Winter,Heater,2442.425,2505.8829,219
17368,8222,Chennai,Winter,Water Bottle,131.0043,145.212,61
17369,8095,Mumbai,Autumn,Rice,64.4824,65.4779,125
17370,8091,Pune,Summer,Umbrella,181.9593,182.9253,39
17371,8095,Bangalore,Autumn,Raincoat,437.1381,447.171,74
17372,8094,Pune,Autumn,Raincoat,517.0222,532.151,89
17373,8063,Hyderabad,Winter,Cold Drinks,117.6917,129.9733,55
17374,8634,Bangalore,Winter,Water Bottle,292.6258,313.4163,92
17375,8121,Jaipur,Autumn,Sunscreen,335.4257,356.6663,45
17376,8222,Hyderabad,Autumn,Ice Cream,109.9277,122.6364,63
17377,8512,Chennai,Summer,Raincoat,413.8325,476.5253,25
17378,8512,Hyderabad,Winter,Ice Cream,118.9293,129.8865,35
17379,8218,Mumbai,Autumn,Umbrella,272.8155,319.1724,99
17380,8058,Hyderabad,Monsoon,Raincoat,379.38,423.0884,231
17381,8317,Jaipur,Monsoon,Rice,111.6889,113.5751,93
17382,8023,Kolkata,Monsoon,Raincoat,398.9628,451.2754,223
17383,8023,Hyderabad,Winter,Sunscreen,357.0493,364.3734,50
17384,8856,Mumbai,Autumn,Jacket,761.5782,786.4762,207
17385,8063,Jaipur,Winter,Water Bottle,281.1341,281.954,46
17386,8317,Jaipur,Summer,Ice Cream,182.9035,190.4871,198
17387,8058,Hyderabad,Summer,Rice,64.8641,75.037,70
17388,8023,Delhi,Summer,Rice,97.2737,102.6137,91
17389,8091,Bangalore,Monsoon,Rice,101.261,111.4465,133
17390,8058,Chennai,Winter,Umbrella,360.2877,397.512,33
17391,8222,Chennai,Summer,Cold Drinks,106.6002,118.8367,218
17392,8023,Mumbai,Winter,Heater,1314.0376,1356.2502,280
17393,8512,Hyderabad,Summer,Jacket,403.4857,421.8862,36
17394,8401,Bangalore,Summer,Heater,1480.9575,1712.2716,19
17395,8856,Hyderabad,Monsoon,Sunscreen,383.3507,408.3931,35
17396,8317,Bangalore,Winter,Cold Drinks,120.7468,136.9744,46
17397,8058,Bangalore,Summer,Heater,1717.7994,1948.803,22
17398,8095,Chennai,Autumn,Cold Drinks,56.7909,62.122,73
17399,8023,Bangalore,Autumn,Rice,99.8035,113.9133,111
17400,8094,Mumbai,Monsoon,Umbrella,255.2027,280.3203,366
17401,8094,Bangalore,Monsoon,Water Bottle,102.1454,119.239,98
17402,8856,Mumbai,Autumn,Raincoat,345.4731,391.0761,92
17403,8058,Bangalore,Monsoon,Cold Drinks,106.9865,121.8978,106
17404,8095,Kolkata,Winter,Cold Drinks,71.1848,73.9261,44
17405,8063,Mumbai,Summer,Heater,1605.6349,1666.7616,29
17406,8218,Jaipur,Summer,Water Bottle,70.1816,80.2753,152
17407,8095,Mumbai,Summer,Sweater,318.6379,365.4368,30
17408,8222,Bangalore,Winter,Heater,2940.9524,2955.9962,268
17409,8634,Kolkata,Winter,Ice Cream,137.1386,159.1049,30
17410,8401,Delhi,Monsoon,Umbrella,249.12,292.5137,365
17411,8063,Bangalore,Autumn,Water Bottle,311.2913,345.6234,98
17412,8023,Chennai,Monsoon,Heater,1503.5748,1558.2861,30
17413,8094,Jaipur,Autumn,Rice,59.5788,63.521,82
17414,8091,Mumbai,Monsoon,Sweater,410.9122,443.3478,42
17415,8856,Chennai,Monsoon,Heater,810.1812,931.6997,33
17416,8094,Hyderabad,Summer,Sweater,314.7788,341.5995,39
17417,8317,Bangalore,Autumn,Sunscreen,182.3006,195.5156,62
17418,8091,Bangalore,Monsoon,Raincoat,332.9879,338.289,282
17419,8856,Kolkata,Summer,Heater,2481.2798,2813.9904,24
17420,8095,Hyderabad,Autumn,Sweater,431.3434,483.1798,118
17421,8023,Mumbai,Autumn,Heater,1540.9475,1557.1187,112
17422,8121,Jaipur,Monsoon,Heater,1298.9504,1396.2336,26
17423,8063,Bangalore,Winter,Sweater,490.011,500.3299,237
17424,8401,Jaipur,Winter,Ice Cream,120.3887,139.4795,25
17425,8058,Kolkata,Autumn,Heater,1933.1174,2026.6019,62
17426,8058,Bangalore,Winter,Heater,1944.8134,2228.0714,258
17427,8401,Jaipur,Summer,Water Bottle,171.2577,173.2153,152
17428,8091,Pune,Autumn,Cold Drinks,83.8602,84.6822,95
17429,8218,Delhi,Winter,Raincoat,339.5384,394.3698,55
17430,8091,Mumbai,Winter,Sweater,567.8913,618.9146,278
17431,8856,Chennai,Monsoon,Sweater,321.585,323.7725,38
17432,8095,Chennai,Autumn,Sweater,703.7719,706.5127,137
17433,8121,Jaipur,Autumn,Sunscreen,308.5789,309.6645,36
17434,8634,Bangalore,Monsoon,Jacket,535.6662,539.0605,63
17435,8856,Delhi,Autumn,Umbrella,146.6184,151.6688,98
17436,8317,Hyderabad,Monsoon,Ice Cream,69.6411,81.0707,59
17437,8222,Hyderabad,Summer,Sweater,317.0565,353.9345,34
17438,8512,Bangalore,Autumn,Heater,2700.1285,2958.1651,73
17439,8095,Chennai,Autumn,Water Bottle,289.4496,290.2776,87
17440,8058,Bangalore,Summer,Rice,85.9294,99.8181,81
17441,8091,Mumbai,Winter,Raincoat,456.3674,521.7735,79
17442,8512,Pune,Monsoon,Sunscreen,132.9769,134.1218,30
17443,8023,Kolkata,Autumn,Water Bottle,117.5186,137.3963,106
17444,8023,Pune,Summer,Sweater,608.6553,686.4175,41
17445,8095,Jaipur,Summer,Heater,1134.0354,1328.6477,9
17446,8856,Hyderabad,Winter,Jacket,395.603,418.5818,217
17447,8634,Pune,Monsoon,Raincoat,309.6656,344.952,232
17448,8401,Bangalore,Autumn,Sweater,744.3341,767.9279,146
17449,8745,Jaipur,Summer,Ice Cream,110.4145,115.0737,209
17450,8317,Chennai,Summer,Cold Drinks,50.934,58.6875,194
17451,8121,Mumbai,Autumn,Heater,2377.725,2548.5534,114
17452,8094,Mumbai,Monsoon,Water Bottle,253.0767,281.2545,127
17453,8512,Delhi,Monsoon,Rice,87.2437,89.1124,156
17454,8634,Bangalore,Summer,Jacket,647.4472,734.3904,33
17455,8094,Bangalore,Monsoon,Sweater,596.2535,617.6088,52
17456,8512,Pune,Autumn,Jacket,913.6989,977.054,135
17457,8094,Pune,Summer,Cold Drinks,60.9406,66.1047,210
17458,8063,Pune,Monsoon,Ice Cream,97.4174,112.9498,55
17459,8401,Hyderabad,Monsoon,Jacket,452.2784,525.6873,47
17460,8222,Hyderabad,Monsoon,Cold Drinks,51.3611,58.794,96
17461,8218,Kolkata,Summer,Heater,2889.4269,2904.2256,20
17462,8094,Chennai,Autumn,Sweater,602.0766,654.2035,119
17463,8095,Pune,Monsoon,Cold Drinks,105.6445,119.4615,94
17464,8317,Bangalore,Autumn,Ice Cream,186.0453,190.3089,67
17465,8094,Pune,Autumn,Heater,806.9811,873.4233,80
17466,8856,Delhi,Winter,Jacket,1159.4542,1193.1743,230
17467,8094,Mumbai,Autumn,Ice Cream,104.192,114.5072,96
17468,8023,Kolkata,Monsoon,Sunscreen,102.7212,114.5265,29
17469,8317,Hyderabad,Winter,Heater,1209.6562,1333.9757,278
17470,8634,Hyderabad,Autumn,Ice Cream,71.5129,79.9104,73
17471,8745,Chennai,Monsoon,Cold Drinks,61.2206,71.3392,82
17472,8634,Pune,Summer,Sunscreen,110.5195,125.806,177
17473,8023,Chennai,Summer,Raincoat,537.1023,549.3804,26
17474,8023,Jaipur,Winter,Raincoat,346.9122,365.8438,36
17475,8121,Mumbai,Autumn,Heater,1138.8445,1212.5198,106
17476,8058,Pune,Winter,Rice,58.6766,65.041,95
17477,8121,Kolkata,Summer,Rice,104.2138,106.9365,63
17478,8023,Mumbai,Summer,Jacket,949.6471,1043.7276,46
17479,8058,Pune,Winter,Sweater,486.8964,565.4088,209
17480,8512,Chennai,Autumn,Umbrella,140.8222,165.3368,66
17481,8317,Mumbai,Autumn,Heater,2629.9035,2999.4593,95
17482,8218,Bangalore,Summer,Ice Cream,156.4203,165.7337,272
17483,8856,Jaipur,Autumn,Cold Drinks,42.0418,43.7779,64
17484,8634,Mumbai,Winter,Sunscreen,269.2215,316.1266,49
17485,8856,Chennai,Summer,Sweater,356.2967,383.8012,21
17486,8091,Delhi,Autumn,Cold Drinks,45.8463,47.8998,95
17487,8121,Hyderabad,Autumn,Umbrella,324.0183,361.9596,66
17488,8091,Hyderabad,Monsoon,Jacket,1156.8553,1193.6525,52
17489,8512,Hyderabad,Winter,Ice Cream,51.8305,54.9463,36
17490,8401,Pune,Winter,Raincoat,468.2607,510.5581,62
17491,8634,Hyderabad,Summer,Heater,800.4479,900.699,25
17492,8317,Mumbai,Summer,Heater,1026.4311,1193.6194,19
17493,8512,Chennai,Monsoon,Raincoat,230.8609,268.488,239
17494,8095,Hyderabad,Winter,Heater,1291.2614,1365.8185,232
17495,8856,Kolkata,Winter,Water Bottle,249.5845,257.686,79
17496,8058,Hyderabad,Winter,Jacket,916.7055,968.2099,206
17497,8094,Mumbai,Autumn,Umbrella,310.1283,312.4588,71
17498,8401,Jaipur,Monsoon,Umbrella,304.2787,342.6893,204
17499,8091,Bangalore,Autumn,Rice,79.7831,80.6794,111
17500,8058,Bangalore,Winter,Sweater,582.6081,643.6074,220
17501,8058,Mumbai,Summer,Sweater,674.0832,722.9963,29
17502,8222,Hyderabad,Summer,Jacket,463.7084,481.2684,47
17503,8063,Kolkata,Summer,Umbrella,194.0505,195.2553,48
17504,8095,Mumbai,Monsoon,Raincoat,322.4963,373.638,285
17505,8317,Hyderabad,Summer,Heater,1252.6549,1285.4454,11
17506,8063,Chennai,Winter,Jacket,823.1938,918.2042,176
17507,8121,Hyderabad,Monsoon,Ice Cream,95.4472,104.5686,56
17508,8856,Delhi,Monsoon,Water Bottle,318.7891,330.4477,121
17509,8058,Pune,Summer,Sunscreen,397.6338,404.6921,185
17510,8218,Hyderabad,Monsoon,Heater,1053.5456,1063.625,26
17511,8634,Chennai,Winter,Jacket,567.8968,633.6731,201
17512,8063,Kolkata,Monsoon,Sweater,369.4216,395.9729,33
17513,8121,Bangalore,Autumn,Sweater,628.8897,679.7149,124
17514,8401,Hyderabad,Monsoon,Rice,81.3641,95.1556,129
17515,8512,Delhi,Monsoon,Jacket,957.8846,1063.3685,67
17516,8095,Bangalore,Summer,Sunscreen,304.252,332.5789,200
17517,8063,Chennai,Autumn,Ice Cream,160.8758,166.5848,64
17518,8095,Jaipur,Autumn,Umbrella,338.0891,362.4871,55
17519,8401,Mumbai,Winter,Rice,93.9684,95.3733,121
17520,8634,Chennai,Monsoon,Raincoat,250.3186,261.4309,253
17521,8634,Chennai,Monsoon,Raincoat,516.8704,584.901,255
17522,8401,Mumbai,Autumn,Jacket,626.3361,681.2586,177
17523,8095,Chennai,Monsoon,Jacket,592.496,614.3434,47
17524,8317,Mumbai,Winter,Jacket,778.0485,912.7223,233
17525,8401,Mumbai,Monsoon,Sunscreen,96.6078,106.6649,51
17526,8634,Delhi,Winter,Rice,60.8574,62.0249,126
17527,8091,Pune,Summer,Sunscreen,279.5489,317.9975,183
17528,8856,Mumbai,Summer,Heater,1970.7515,2063.1288,28
17529,8856,Jaipur,Summer,Heater,2456.0034,2840.3786,9
17530,8856,Chennai,Monsoon,Heater,1077.9318,1182.5808,28
17531,8218,Delhi,Winter,Water Bottle,315.7988,335.8414,101
17532,8094,Delhi,Summer,Sweater,567.7732,652.0096,36
17533,8222,Bangalore,Monsoon,Raincoat,405.6326,420.0655,282
17534,8121,Jaipur,Monsoon,Water Bottle,90.1945,99.7273,63
17535,8121,Pune,Monsoon,Sunscreen,116.5033,127.1993,38
17536,8745,Mumbai,Summer,Water Bottle,88.2385,98.4959,224
17537,8745,Delhi,Monsoon,Jacket,382.6084,402.4693,67
17538,8023,Bangalore,Winter,Sweater,513.0395,574.8782,241
17539,8063,Pune,Summer,Sweater,458.8853,492.1608,23
17540,8317,Hyderabad,Summer,Sunscreen,166.3659,184.3158,202
17541,8856,Pune,Monsoon,Sweater,333.5318,382.8315,39
17542,8091,Bangalore,Winter,Raincoat,360.9292,368.2911,69
17543,8023,Mumbai,Autumn,Ice Cream,117.0242,131.0889,91
17544,8634,Delhi,Summer,Umbrella,387.655,396.7859,58
17545,8745,Delhi,Summer,Ice Cream,114.8769,116.6747,271
17546,8512,Kolkata,Monsoon,Ice Cream,194.9104,195.4005,56
17547,8222,Mumbai,Autumn,Ice Cream,131.3842,138.2075,78
17548,8401,Delhi,Autumn,Sweater,418.4994,489.8099,141
17549,8094,Bangalore,Autumn,Water Bottle,76.5925,88.3614,110
17550,8218,Pune,Winter,Cold Drinks,63.4784,67.1858,38
17551,8218,Chennai,Autumn,Water Bottle,194.551,203.1327,111
17552,8634,Jaipur,Winter,Sweater,682.2084,781.198,193
17553,8512,Mumbai,Autumn,Jacket,357.9661,416.0214,214
17554,8401,Hyderabad,Monsoon,Jacket,565.1246,590.2229,59
17555,8091,Pune,Monsoon,Jacket,487.6828,491.0091,50
17556,8222,Mumbai,Summer,Heater,873.4617,1012.3072,32
17557,8095,Bangalore,Winter,Sweater,578.3144,593.0243,231
17558,8095,Jaipur,Winter,Cold Drinks,69.1973,77.489,38
17559,8023,Bangalore,Monsoon,Jacket,541.7829,578.5184,52
17560,8218,Bangalore,Winter,Rice,107.9398,111.7459,98
17561,8091,Mumbai,Monsoon,Raincoat,237.2732,278.333,303
17562,8401,Mumbai,Monsoon,Jacket,1130.0196,1171.2415,60
17563,8063,Hyderabad,Monsoon,Jacket,348.3546,406.6762,50
17564,8095,Jaipur,Monsoon,Rice,88.7861,94.4329,100
17565,8745,Delhi,Winter,Water Bottle,136.7752,149.5014,70
17566,8222,Hyderabad,Summer,Heater,1780.2004,2014.1573,16
17567,8317,Chennai,Summer,Cold Drinks,59.521,67.6662,192
17568,8512,Delhi,Autumn,Water Bottle,346.8017,385.3836,130
17569,8745,Pune,Monsoon,Heater,981.2825,1108.5798,27
17570,8222,Hyderabad,Autumn,Sunscreen,399.2418,447.1139,67
17571,8634,Delhi,Autumn,Rice,78.8995,86.0104,149
17572,8095,Chennai,Monsoon,Jacket,825.798,870.5353,46
17573,8634,Pune,Summer,Cold Drinks,45.0473,46.6854,239
17574,8095,Chennai,Autumn,Sweater,587.1315,633.0379,122
17575,8745,Bangalore,Monsoon,Water Bottle,98.3557,105.372,84
17576,8745,Mumbai,Monsoon,Ice Cream,113.292,122.8353,74
17577,8121,Bangalore,Winter,Sweater,521.1206,543.9076,220
17578,8634,Delhi,Autumn,Ice Cream,74.711,85.1458,86
17579,8634,Delhi,Autumn,Heater,2205.0184,2234.2659,108
17580,8023,Mumbai,Autumn,Heater,2207.1616,2378.1356,114
17581,8745,Pune,Winter,Umbrella,241.2626,242.3542,27
17582,8634,Jaipur,Winter,Raincoat,289.1914,321.6126,50
17583,8091,Pune,Winter,Cold Drinks,104.3652,111.3095,39
17584,8063,Kolkata,Autumn,Sunscreen,157.8876,169.4834,49
17585,8512,Kolkata,Summer,Sunscreen,124.0402,136.6545,172
17586,8745,Mumbai,Winter,Sweater,410.5412,471.503,254
17587,8218,Bangalore,Summer,Umbrella,244.9386,283.0605,48
17588,8094,Mumbai,Winter,Sweater,482.0621,561.6017,282
17589,8095,Pune,Summer,Umbrella,277.9637,287.5254,53
17590,8512,Mumbai,Autumn,Sweater,573.9358,582.9621,162
17591,8317,Hyderabad,Autumn,Raincoat,372.9611,431.1677,64
17592,8094,Hyderabad,Monsoon,Ice Cream,121.7439,129.4579,49
17593,8091,Hyderabad,Summer,Ice Cream,116.832,122.0152,252
17594,8121,Delhi,Monsoon,Ice Cream,168.0022,179.9016,72
17595,8063,Mumbai,Winter,Jacket,928.3224,1019.8843,242
17596,8063,Mumbai,Summer,Rice,59.986,66.8742,96
17597,8856,Hyderabad,Monsoon,Sunscreen,265.1127,296.1914,35
17598,8058,Mumbai,Monsoon,Raincoat,394.6377,394.9862,323
17599,8218,Bangalore,Monsoon,Umbrella,284.6208,306.4794,331
17600,8063,Kolkata,Winter,Heater,914.9416,942.5155,228
17601,8094,Jaipur,Monsoon,Sunscreen,389.01,432.8973,33
17602,8317,Mumbai,Summer,Sunscreen,352.1259,361.9359,232
17603,8401,Pune,Winter,Ice Cream,132.855,141.7949,31
17604,8222,Delhi,Autumn,Heater,1370.852,1518.4473,90
17605,8222,Kolkata,Summer,Ice Cream,55.2093,64.6257,225
17606,8058,Mumbai,Summer,Umbrella,333.7088,388.0128,43
17607,8094,Kolkata,Monsoon,Sweater,648.1938,742.8007,31
17608,8094,Mumbai,Summer,Rice,61.914,65.3266,96
17609,8401,Chennai,Summer,Heater,831.0404,863.607,25
17610,8856,Jaipur,Monsoon,Cold Drinks,60.5111,62.8039,63
17611,8091,Kolkata,Autumn,Jacket,1052.2165,1085.8256,138
17612,8058,Bangalore,Autumn,Raincoat,218.0598,233.5724,99
17613,8634,Chennai,Autumn,Raincoat,198.185,202.1852,70
17614,8091,Mumbai,Autumn,Rice,98.0779,99.3879,127
17615,8058,Bangalore,Winter,Cold Drinks,81.4535,82.2169,48
17616,8401,Kolkata,Autumn,Jacket,796.477,798.2565,157
17617,8094,Chennai,Summer,Rice,103.2232,107.4671,74
17618,8222,Bangalore,Winter,Sunscreen,348.5937,383.3289,55
17619,8222,Jaipur,Autumn,Ice Cream,113.6783,115.24,64
17620,8094,Bangalore,Winter,Rice,57.7997,65.5314,121
17621,8023,Mumbai,Autumn,Sunscreen,225.1293,260.6473,68
17622,8058,Delhi,Summer,Cold Drinks,80.9362,86.7033,252
17623,8091,Kolkata,Summer,Water Bottle,317.7572,324.4599,178
17624,8317,Delhi,Monsoon,Cold Drinks,44.4191,50.811,110
17625,8095,Pune,Winter,Jacket,1004.6844,1060.5226,199
17626,8634,Hyderabad,Autumn,Umbrella,213.576,215.2115,78
17627,8222,Hyderabad,Winter,Jacket,574.2408,635.7547,186
17628,8218,Bangalore,Summer,Umbrella,155.3279,156.7576,55
17629,8063,Delhi,Autumn,Heater,1657.3507,1902.8242,105
17630,8091,Delhi,Autumn,Heater,1714.9795,1906.3765,108
17631,8745,Hyderabad,Autumn,Umbrella,175.9607,179.8259,64
17632,8745,Delhi,Summer,Ice Cream,72.7093,74.7563,283
17633,8401,Bangalore,Monsoon,Rice,85.1416,96.8949,135
17634,8023,Mumbai,Summer,Sunscreen,324.7231,353.5463,229
17635,8063,Pune,Summer,Cold Drinks,115.4034,122.7707,201
17636,8317,Pune,Autumn,Water Bottle,239.5214,262.953,95
17637,8095,Pune,Winter,Cold Drinks,90.3211,93.2341,34
17638,8095,Bangalore,Summer,Raincoat,388.1509,408.0707,26
17639,8023,Chennai,Summer,Rice,87.0092,98.0846,70
17640,8634,Delhi,Monsoon,Umbrella,286.2181,331.1266,351
17641,8401,Hyderabad,Winter,Heater,1950.7248,2039.9104,257
17642,8634,Pune,Autumn,Rice,109.9292,115.3282,106
17643,8094,Pune,Monsoon,Heater,764.6055,864.1793,22
17644,8218,Bangalore,Winter,Jacket,1029.5935,1173.2195,228
17645,8317,Hyderabad,Winter,Sweater,438.9133,514.966,232
17646,8095,Bangalore,Monsoon,Sweater,625.9935,644.7897,45
17647,8121,Jaipur,Summer,Cold Drinks,85.5474,93.1177,182
17648,8063,Bangalore,Autumn,Cold Drinks,56.2111,58.352,103
17649,8222,Chennai,Summer,Sweater,661.8744,697.183,22
17650,8222,Mumbai,Monsoon,Heater,1563.109,1700.3893,28
17651,8063,Pune,Summer,Raincoat,386.7938,425.4388,25
17652,8121,Delhi,Monsoon,Cold Drinks,52.3258,55.0407,108
17653,8222,Chennai,Summer,Umbrella,303.1286,321.526,37
17654,8317,Delhi,Monsoon,Water Bottle,157.7851,176.8141,121
17655,8745,Jaipur,Monsoon,Heater,1906.4765,1991.6008,25
17656,8121,Jaipur,Winter,Sunscreen,241.4341,245.9417,32
17657,8401,Delhi,Summer,Sweater,328.3065,328.9292,48
17658,8401,Bangalore,Autumn,Water Bottle,282.3866,288.3905,112
17659,8095,Kolkata,Winter,Jacket,959.1612,1121.5428,169
17660,8094,Kolkata,Monsoon,Rice,65.441,76.9354,110
17661,8401,Bangalore,Autumn,Water Bottle,225.3198,237.9756,102
17662,8512,Delhi,Autumn,Cold Drinks,104.5465,115.9157,101
17663,8058,Delhi,Summer,Ice Cream,181.7234,188.7173,291
17664,8023,Mumbai,Monsoon,Rice,99.8894,112.7203,149
17665,8222,Bangalore,Summer,Water Bottle,226.0826,242.4996,210
17666,8856,Mumbai,Winter,Cold Drinks,122.4088,137.8768,46
17667,8512,Mumbai,Autumn,Rice,78.226,84.1702,140
17668,8317,Kolkata,Winter,Rice,82.9813,92.5265,86
17669,8745,Kolkata,Monsoon,Rice,91.0197,103.1723,104
17670,8634,Jaipur,Summer,Heater,906.8793,991.0981,13
17671,8121,Chennai,Summer,Jacket,975.6156,981.5986,31
17672,8856,Pune,Autumn,Raincoat,540.2174,577.5146,64
17673,8512,Hyderabad,Winter,Umbrella,335.2896,344.2902,37
17674,8745,Bangalore,Monsoon,Sunscreen,127.4437,140.2643,36
17675,8058,Mumbai,Winter,Raincoat,272.6859,278.1049,57
17676,8512,Pune,Monsoon,Raincoat,352.5824,402.9031,264
17677,8634,Pune,Autumn,Raincoat,569.7304,579.0261,90
17678,8058,Delhi,Summer,Raincoat,400.0427,447.6476,29
17679,8317,Mumbai,Autumn,Heater,1274.6292,1411.6967,102
17680,8401,Pune,Winter,Ice Cream,71.125,78.5703,30
17681,8401,Delhi,Winter,Heater,2037.0238,2306.9122,306
17682,8058,Pune,Winter,Water Bottle,192.3743,224.5078,86
17683,8063,Pune,Summer,Raincoat,427.7377,455.8548,31
17684,8512,Pune,Autumn,Heater,2221.8022,2243.415,68
17685,8634,Chennai,Autumn,Umbrella,169.2605,187.6526,67
17686,8317,Jaipur,Autumn,Raincoat,489.0518,534.7193,68
17687,8023,Chennai,Winter,Sunscreen,394.0488,411.01,40
17688,8091,Delhi,Summer,Heater,2476.8991,2857.4309,18
17689,8218,Kolkata,Summer,Sunscreen,371.8348,394.7216,190
17690,8512,Bangalore,Monsoon,Sunscreen,406.5614,418.4326,46
17691,8317,Chennai,Summer,Cold Drinks,140.9922,145.8925,217
17692,8222,Chennai,Summer,Water Bottle,97.1051,112.8313,194
17693,8512,Mumbai,Autumn,Sunscreen,191.4688,193.21,62
17694,8512,Pune,Summer,Jacket,846.5025,864.2308,38
17695,8023,Mumbai,Autumn,Sunscreen,314.9702,324.4217,74
17696,8401,Hyderabad,Monsoon,Cold Drinks,127.6899,137.6871,71
17697,8063,Chennai,Winter,Cold Drinks,77.1474,87.4398,43
17698,8095,Hyderabad,Summer,Sunscreen,409.4531,433.1892,200
17699,8745,Hyderabad,Summer,Cold Drinks,90.2242,102.0323,247
17700,8095,Delhi,Summer,Jacket,1068.3182,1106.09,51
17701,8317,Delhi,Summer,Heater,1859.7642,1999.343,31
17702,8063,Bangalore,Winter,Umbrella,358.5256,393.7926,38
17703,8401,Pune,Autumn,Heater,1499.1889,1616.6066,94
17704,8121,Chennai,Autumn,Sunscreen,414.3837,471.6112,43
17705,8063,Chennai,Monsoon,Water Bottle,83.0956,91.3984,78
17706,8401,Bangalore,Winter,Water Bottle,188.4231,208.1123,61
17707,8634,Kolkata,Summer,Cold Drinks,49.5427,57.6897,203
17708,8058,Pune,Monsoon,Water Bottle,129.806,148.934,80
17709,8063,Jaipur,Monsoon,Sunscreen,471.3251,488.5933,34
17710,8512,Hyderabad,Monsoon,Ice Cream,76.4074,86.4365,66
17711,8745,Pune,Monsoon,Umbrella,224.8866,256.6931,306
17712,8091,Hyderabad,Summer,Sunscreen,248.7039,281.5113,198
17713,8218,Kolkata,Winter,Umbrella,342.6956,372.9358,37
17714,8401,Mumbai,Summer,Water Bottle,190.2582,196.2844,230
17715,8023,Mumbai,Monsoon,Cold Drinks,60.5042,69.2667,88
